t,u_probe,v_probe,p_probe,f_x,f_y,c_d,c_l
5.000589999999999691e+01,nan,nan,nan,2.577433547552815951e-01,1.717744880213612499e-04,2.061946838042252761e+00,1.374195904170889999e-03
5.025430000000000064e+01,nan,nan,nan,2.577437852499536719e-01,-3.630987591550954071e-04,2.061950281999629375e+00,-2.904790073240763257e-03
5.050260000000000105e+01,nan,nan,nan,2.577453984798381281e-01,-6.135945672930117950e-04,2.061963187838705025e+00,-4.908756538344094360e-03
5.075099999999999767e+01,nan,nan,nan,2.577456382285219783e-01,-4.446986420624491503e-04,2.061965105828175826e+00,-3.557589136499593203e-03
5.100560000000000116e+01,nan,nan,nan,2.577436794327300218e-01,8.965810056711557652e-05,2.061949435461840174e+00,7.172648045369246122e-04
5.125410000000000110e+01,nan,nan,nan,2.577421368565621651e-01,7.097943765281343291e-04,2.061937094852497321e+00,5.678355012225074633e-03
5.150240000000000151e+01,nan,nan,nan,2.577431092232607135e-01,1.117664469456229300e-03,2.061944873786085708e+00,8.941315755649834399e-03
5.175079999999999814e+01,nan,nan,nan,2.577446571066017711e-01,1.102037697214125348e-03,2.061957256852814169e+00,8.816301577713002782e-03
5.200540000000000163e+01,nan,nan,nan,2.577443144198069969e-01,6.404970023353179914e-04,2.061954515358455975e+00,5.123976018682543931e-03
5.225390000000000157e+01,nan,nan,nan,2.577434792830161081e-01,-3.017977850376152066e-05,2.061947834264128865e+00,-2.414382280300921653e-04
5.250229999999999819e+01,nan,nan,nan,2.577445585776374504e-01,-5.877351016578171838e-04,2.061956468621099603e+00,-4.701880813262537470e-03
5.275050000000000239e+01,nan,nan,nan,2.577463162027213150e-01,-7.496430086000229615e-04,2.061970529621770520e+00,-5.997144068800183692e-03
5.300509999999999877e+01,nan,nan,nan,2.577459126704773618e-01,-4.075805517123583591e-04,2.061967301363818894e+00,-3.260644413698866872e-03
5.325350000000000250e+01,nan,nan,nan,2.577430846360929118e-01,2.694963921077148778e-04,2.061944677088743294e+00,2.155971136861719022e-03
5.350189999999999912e+01,nan,nan,nan,2.577421516311197425e-01,9.570308871655911973e-04,2.061937213048957940e+00,7.656247097324729578e-03
5.375030000000000285e+01,nan,nan,nan,2.577440124821858691e-01,1.311130408738809703e-03,2.061952099857486953e+00,1.048904326991047763e-02
5.400480000000000302e+01,nan,nan,nan,2.577454676225846009e-01,1.132603253131704655e-03,2.061963740980676807e+00,9.060826025053637239e-03
5.425319999999999965e+01,nan,nan,nan,2.577443294710431432e-01,4.999280829491440422e-04,2.061954635768345145e+00,3.999424663593152338e-03
5.450169999999999959e+01,nan,nan,nan,2.577437116003010731e-01,-2.840425379688265250e-04,2.061949692802408585e+00,-2.272340303750612200e-03
5.475619999999999976e+01,nan,nan,nan,2.577456810809352628e-01,-8.396879883959018935e-04,2.061965448647482102e+00,-6.717503907167215148e-03
5.500439999999999685e+01,nan,nan,nan,2.577473548208091270e-01,-8.554476082442306548e-04,2.061978838566473016e+00,-6.843580865953845238e-03
5.525269999999999726e+01,nan,nan,nan,2.577460159270441031e-01,-3.231989214936465435e-04,2.061968127416352825e+00,-2.585591371949172348e-03
5.550119999999999720e+01,nan,nan,nan,2.577428889860867711e-01,5.110673372656087017e-04,2.061943111888694169e+00,4.088538698124869614e-03
5.575580000000000069e+01,nan,nan,nan,2.577426267660916648e-01,1.253621867616140076e-03,2.061941014128733318e+00,1.002897494092912060e-02
5.600410000000000110e+01,nan,nan,nan,2.577452685293676327e-01,1.494859770832998201e-03,2.061962148234941061e+00,1.195887816666398561e-02
5.625240000000000151e+01,nan,nan,nan,2.577462599586933800e-01,1.119051921144993645e-03,2.061970079669547040e+00,8.952415369159949163e-03
5.650079999999999814e+01,nan,nan,nan,2.577441120106480077e-01,2.915058584132464181e-04,2.061952896085184062e+00,2.332046867305971345e-03
5.675540000000000163e+01,nan,nan,nan,2.577443167597914253e-01,-6.083836158864374365e-04,2.061954534078331402e+00,-4.867068927091499492e-03
5.700370000000000203e+01,nan,nan,nan,2.577470785780261453e-01,-1.090354594177969389e-03,2.061976628624209162e+00,-8.722836753423755113e-03
5.725189999999999912e+01,nan,nan,nan,2.577484312761929020e-01,-9.241745950142828993e-04,2.061987450209543216e+00,-7.393396760114263194e-03
5.750019999999999953e+01,nan,nan,nan,2.577458213997313452e-01,-1.695400349695105023e-04,2.061966571197850762e+00,-1.356320279756084018e-03
5.775480000000000302e+01,nan,nan,nan,2.577425142317736895e-01,8.415662272806653972e-04,2.061940113854189516e+00,6.732529818245323178e-03
5.800319999999999965e+01,nan,nan,nan,2.577435628280927427e-01,1.563935279756266568e-03,2.061948502624741941e+00,1.251148223805013254e-02
5.825139999999999674e+01,nan,nan,nan,2.577467626971398640e-01,1.652240459937091800e-03,2.061974101577118912e+00,1.321792367949673440e-02
5.850589999999999691e+01,nan,nan,nan,2.577469174851558242e-01,1.017626877554600375e-03,2.061975339881246594e+00,8.141015020436803001e-03
5.875430000000000064e+01,nan,nan,nan,2.577447647979730916e-01,-1.962105153599671311e-05,2.061958118383784733e+00,-1.569684122879737049e-04
5.900260000000000105e+01,nan,nan,nan,2.577453509757893224e-01,-9.620189343236293465e-04,2.061962807806314579e+00,-7.696151474589034772e-03
5.925079999999999814e+01,nan,nan,nan,2.577488472050014079e-01,-1.336485620044865381e-03,2.061990777640011263e+00,-1.069188496035892305e-02
5.950520000000000209e+01,nan,nan,nan,2.577494439384935832e-01,-9.180592889755470913e-04,2.061995551507948665e+00,-7.344474311804376730e-03
5.975350000000000250e+01,nan,nan,nan,2.577450693514659608e-01,9.396517955060726423e-05,2.061960554811727686e+00,7.517214364048581138e-04
6.000200000000000244e+01,nan,nan,nan,2.577422727103929612e-01,1.216258304668065091e-03,2.061938181683143689e+00,9.730066437344520730e-03
6.025019999999999953e+01,nan,nan,nan,2.577450526331591107e-01,1.891724847270876515e-03,2.061960421065272886e+00,1.513379877816701212e-02
6.050460000000000349e+01,nan,nan,nan,2.577485828706612137e-01,1.755440957216237953e-03,2.061988662965289709e+00,1.404352765772990362e-02
6.075280000000000058e+01,nan,nan,nan,2.577473803374989991e-01,8.522935048249629265e-04,2.061979042699991993e+00,6.818348038599703412e-03
6.100130000000000052e+01,nan,nan,nan,2.577448637541277510e-01,-3.876922880927075954e-04,2.061958910033022008e+00,-3.101538304741660763e-03
6.125569999999999737e+01,nan,nan,nan,2.577470461272307611e-01,-1.372056546756662051e-03,2.061976369017846089e+00,-1.097645237405329641e-02
6.150379999999999825e+01,nan,nan,nan,2.577510879751240824e-01,-1.556119254922685730e-03,2.062008703800992659e+00,-1.244895403938148584e-02
6.175200000000000244e+01,nan,nan,nan,2.577503282766456794e-01,-8.516382947624738086e-04,2.062002626213165435e+00,-6.813106358099790469e-03
6.200030000000000285e+01,nan,nan,nan,2.577440392389489521e-01,4.237314539032663720e-04,2.061952313911591617e+00,3.389851631226130976e-03
6.225489999999999924e+01,nan,nan,nan,2.577426509313665570e-01,1.678107906453926755e-03,2.061941207450932456e+00,1.342486325163141404e-02
6.250300000000000011e+01,nan,nan,nan,2.577473338002269632e-01,2.226176515178950131e-03,2.061978670401815705e+00,1.780941212143160104e-02
6.275110000000000099e+01,nan,nan,nan,2.577505828646098895e-01,1.807276410275029466e-03,2.062004662916879116e+00,1.445821128220023573e-02
6.300569999999999737e+01,nan,nan,nan,2.577473524858495679e-01,5.579570630494607103e-04,2.061978819886796543e+00,4.463656504395685683e-03
6.325410000000000110e+01,nan,nan,nan,2.577452447886063869e-01,-8.699034468664769773e-04,2.061961958308851095e+00,-6.959227574931815818e-03
6.350220000000000198e+01,nan,nan,nan,2.577493539723653693e-01,-1.793377665906769475e-03,2.061994831778922954e+00,-1.434702132725415580e-02
6.375019999999999953e+01,nan,nan,nan,2.577536804790029890e-01,-1.738489456152541267e-03,2.062029443832023912e+00,-1.390791564922033013e-02
6.400449999999999307e+01,nan,nan,nan,2.577507479436776383e-01,-6.621319115966749300e-04,2.062005983549421106e+00,-5.297055292773399440e-03
6.425300000000000011e+01,nan,nan,nan,2.577440201391285046e-01,8.880465728119467210e-04,2.061952161113028037e+00,7.104372582495573768e-03
6.450119999999999720e+01,nan,nan,nan,2.577437949753069169e-01,2.170944548485841119e-03,2.061950359802455335e+00,1.736755638788672895e-02
6.475539999999999452e+01,nan,nan,nan,2.577504234744046330e-01,2.536138570397765326e-03,2.062003387795237064e+00,2.028910856318212261e-02
6.500350000000000250e+01,nan,nan,nan,2.577526893770484828e-01,1.753242382949158620e-03,2.062021515016387863e+00,1.402593906359326896e-02
6.525190000000000623e+01,nan,nan,nan,2.577472443928010004e-01,1.906917190039539170e-04,2.061977955142408003e+00,1.525533752031631336e-03
6.550020000000000664e+01,nan,nan,nan,2.577462709899148718e-01,-1.400926697870677083e-03,2.061970167919318975e+00,-1.120741358296541666e-02
6.575440000000000396e+01,nan,nan,nan,2.577527119973869185e-01,-2.238477255581103158e-03,2.062021695979095348e+00,-1.790781804464882526e-02
6.600230000000000530e+01,nan,nan,nan,2.577566844233284415e-01,-1.843563444599301054e-03,2.062053475386627532e+00,-1.474850755679440843e-02
6.625050000000000239e+01,nan,nan,nan,2.577508051385519749e-01,-4.001155789492180344e-04,2.062006441108415800e+00,-3.200924631593744275e-03
6.650509999999999877e+01,nan,nan,nan,2.577431098361375739e-01,1.457218560444899181e-03,2.061944878689100591e+00,1.165774848355919345e-02
6.675320000000000675e+01,nan,nan,nan,2.577460974058594645e-01,2.730230774984055819e-03,2.061968779246875716e+00,2.184184619987244655e-02
6.700109999999999388e+01,nan,nan,nan,2.577542641727395001e-01,2.817962650479344678e-03,2.062034113381916001e+00,2.254370120383475742e-02
6.725530000000000541e+01,nan,nan,nan,2.577546833624636546e-01,1.592192873355711838e-03,2.062037466899709237e+00,1.273754298684569471e-02
6.750369999999999493e+01,nan,nan,nan,2.577482158752584240e-01,-3.323982986303993512e-04,2.061985727002067392e+00,-2.659186389043194810e-03
6.775190000000000623e+01,nan,nan,nan,2.577482830584566509e-01,-2.038481755333002281e-03,2.061986264467653207e+00,-1.630785404266401825e-02
6.800600000000000023e+01,nan,nan,nan,2.577572151592088523e-01,-2.675324269903947474e-03,2.062057721273670818e+00,-2.140259415923157979e-02
6.825379999999999825e+01,nan,nan,nan,2.577599496979329774e-01,-1.863015772333296476e-03,2.062079597583463819e+00,-1.490412617866637181e-02
6.850199999999999534e+01,nan,nan,nan,2.577499162052568904e-01,2.022768131597000221e-05,2.061999329642055123e+00,1.618214505277600177e-04
6.875039999999999907e+01,nan,nan,nan,2.577427750615788327e-01,2.081232933880175582e-03,2.061942200492630661e+00,1.664986347104140466e-02
6.900449999999999307e+01,nan,nan,nan,2.577497823259055632e-01,3.318707597206386074e-03,2.061998258607244505e+00,2.654966077765108859e-02
6.925230000000000530e+01,nan,nan,nan,2.577592537646141713e-01,3.039955266701987752e-03,2.062074030116913370e+00,2.431964213361590202e-02
6.950039999999999907e+01,nan,nan,nan,2.577566347283421488e-01,1.371534387918283207e-03,2.062053077826737191e+00,1.097227510334626566e-02
6.975499999999999545e+01,nan,nan,nan,2.577481433463263971e-01,-9.718241656468967369e-04,2.061985146770611177e+00,-7.774593325175173895e-03
7.000300000000000011e+01,nan,nan,nan,2.577515549660557848e-01,-2.740436923680192836e-03,2.062012439728446278e+00,-2.192349538944154269e-02
7.025069999999999482e+01,nan,nan,nan,2.577628938483029208e-01,-3.106414930631512875e-03,2.062103150786423367e+00,-2.485131944505210300e-02
7.050469999999999970e+01,nan,nan,nan,2.577634071612162625e-01,-1.792302804483286369e-03,2.062107257289730100e+00,-1.433842243586629095e-02
7.075300000000000011e+01,nan,nan,nan,2.577487399112141642e-01,5.604430215445194109e-04,2.061989919289713313e+00,4.483544172356155287e-03
7.100119999999999720e+01,nan,nan,nan,2.577433162737725048e-01,2.839782471893991661e-03,2.061946530190180038e+00,2.271825977515193329e-02
7.125520000000000209e+01,nan,nan,nan,2.577551914199954775e-01,3.929467316232559092e-03,2.062041531359963820e+00,3.143573852986047273e-02
7.150289999999999679e+01,nan,nan,nan,2.577653699230140760e-01,3.207048273985566109e-03,2.062122959384112608e+00,2.565638619188452887e-02
7.175100000000000477e+01,nan,nan,nan,2.577581192657780740e-01,1.002309386891356898e-03,2.062064954126224592e+00,8.018475095130855185e-03
7.200549999999999784e+01,nan,nan,nan,2.577484291121170390e-01,-1.717581419853295936e-03,2.061987432896936312e+00,-1.374065135882636748e-02
7.225329999999999586e+01,nan,nan,nan,2.577564366903754012e-01,-3.501309406061337524e-03,2.062051493523003209e+00,-2.801047524849070020e-02
7.250090000000000146e+01,nan,nan,nan,2.577705210828960536e-01,-3.523519027885913760e-03,2.062164168663168429e+00,-2.818815222308731008e-02
7.275480000000000302e+01,nan,nan,nan,2.577671394354202339e-01,-1.644848954254097368e-03,2.062137115483361871e+00,-1.315879163403277895e-02
7.300320000000000675e+01,nan,nan,nan,2.577491052367001378e-01,1.204601051124076999e-03,2.061992841893601103e+00,9.636808408992615996e-03
7.325119999999999720e+01,nan,nan,nan,2.577450781322694340e-01,3.682760898703853723e-03,2.061960625058155472e+00,2.946208718963082979e-02
7.350499999999999545e+01,nan,nan,nan,2.577627394637296288e-01,4.570657626437525656e-03,2.062101915709837030e+00,3.656526101150020525e-02
7.375260000000000105e+01,nan,nan,nan,2.577729208433440777e-01,3.341686830085916632e-03,2.062183366746752622e+00,2.673349464068733305e-02
7.400069999999999482e+01,nan,nan,nan,2.577594322300171270e-01,5.534082350377604381e-04,2.062075457840137016e+00,4.427265880302083505e-03
7.425509999999999877e+01,nan,nan,nan,2.577494678240561665e-01,-2.553979355134305268e-03,2.061995742592449332e+00,-2.043183484107444214e-02
7.450270000000000437e+01,nan,nan,nan,2.577633211585670936e-01,-4.328486723986624436e-03,2.062106569268536749e+00,-3.462789379189299549e-02
7.475010000000000332e+01,nan,nan,nan,2.577804892010988613e-01,-3.960064367100207122e-03,2.062243913608790891e+00,-3.168051493680165698e-02
7.500400000000000489e+01,nan,nan,nan,2.577716341894689123e-01,-1.463090774324121322e-03,2.062173073515751298e+00,-1.170472619459297058e-02
7.525239999999999441e+01,nan,nan,nan,2.577482439651289647e-01,1.920522625973189327e-03,2.061985951721031718e+00,1.536418100778551461e-02
7.550020000000000664e+01,nan,nan,nan,2.577481679393492930e-01,4.608784298259881521e-03,2.061985343514794344e+00,3.687027438607905216e-02
7.575369999999999493e+01,nan,nan,nan,2.577729931742009373e-01,5.279036753349512952e-03,2.062183945393607498e+00,4.223229402679610361e-02
7.600119999999999720e+01,nan,nan,nan,2.577827249060428150e-01,3.504942026536071124e-03,2.062261799248342520e+00,2.803953621228856899e-02
7.625560000000000116e+01,nan,nan,nan,2.577614150553980688e-01,-1.208412135582366132e-05,2.062091320443184550e+00,-9.667297084658929053e-05
7.650360000000000582e+01,nan,nan,nan,2.577512914069210459e-01,-3.460253836787745806e-03,2.062010331255368367e+00,-2.768203069430196644e-02
7.675100000000000477e+01,nan,nan,nan,2.577726039502824529e-01,-5.253992890482240760e-03,2.062180831602259623e+00,-4.203194312385792608e-02
7.700440000000000396e+01,nan,nan,nan,2.577941492544897906e-01,-4.441108685467698262e-03,2.062353194035918325e+00,-3.552886948374158610e-02
7.725209999999999866e+01,nan,nan,nan,2.577782746669424752e-01,-1.336549735187016977e-03,2.062226197335539801e+00,-1.069239788149613582e-02
7.750039999999999907e+01,nan,nan,nan,2.577478166278737159e-01,2.651977859789095629e-03,2.061982533022989728e+00,2.121582287831276503e-02
7.775419999999999732e+01,nan,nan,nan,2.577530858954886206e-01,5.675914073673188863e-03,2.062024687163908965e+00,4.540731258938551090e-02
7.800130000000000052e+01,nan,nan,nan,2.577868562820412879e-01,6.139093080660931907e-03,2.062294850256330303e+00,4.911274464528745526e-02
7.825490000000000634e+01,nan,nan,nan,2.577964385931794111e-01,3.734122083409078564e-03,2.062371508745435289e+00,2.987297666727262851e-02
7.850300000000000011e+01,nan,nan,nan,2.577670744409891745e-01,-4.153530193382521697e-04,2.062136595527913396e+00,-3.322824154706017358e-03
7.875090000000000146e+01,nan,nan,nan,2.577536022608951649e-01,-4.405653237462128780e-03,2.062028818087161319e+00,-3.524522589969703024e-02
7.900419999999999732e+01,nan,nan,nan,2.577856208869968579e-01,-6.359254948126485257e-03,2.062284967095974864e+00,-5.087403958501188206e-02
7.925119999999999720e+01,nan,nan,nan,2.578137719246804682e-01,-5.209644453983037181e-03,2.062510175397443746e+00,-4.167715563186429745e-02
7.950499999999999545e+01,nan,nan,nan,2.577892409255813089e-01,-1.319507468658227822e-03,2.062313927404650471e+00,-1.055605974926582258e-02
7.975320000000000675e+01,nan,nan,nan,2.577482529268115274e-01,3.407070770444390901e-03,2.061986023414492220e+00,2.725656616355512721e-02
8.000050000000000239e+01,nan,nan,nan,2.577579410327964782e-01,6.819563877917571813e-03,2.062063528262371825e+00,5.455651102334057451e-02
8.025360000000000582e+01,nan,nan,nan,2.578069176301966969e-01,7.276357256068906321e-03,2.062455341041573575e+00,5.821085804855125057e-02
8.050069999999999482e+01,nan,nan,nan,2.578193518407583262e-01,4.419628821839368359e-03,2.062554814726066610e+00,3.535703057471494687e-02
8.075499999999999545e+01,nan,nan,nan,2.577762677199614272e-01,-6.676174034058982194e-04,2.062210141759691417e+00,-5.340939227247185755e-03
8.100270000000000437e+01,nan,nan,nan,2.577562111040846982e-01,-5.422087382644040499e-03,2.062049688832677585e+00,-4.337669906115232399e-02
8.125570000000000448e+01,nan,nan,nan,2.578022299189803856e-01,-7.756878889574487027e-03,2.062417839351843085e+00,-6.205503111659589621e-02
8.150239999999999441e+01,nan,nan,nan,2.578452703676979985e-01,-6.421811663013214135e-03,2.062762162941583988e+00,-5.137449330410571308e-02
8.175600000000000023e+01,nan,nan,nan,2.578131629847278394e-01,-1.797549125297483391e-03,2.062505303877822715e+00,-1.438039300237986713e-02
8.200419999999999732e+01,nan,nan,nan,2.577525481954193176e-01,3.917553561709842536e-03,2.062020385563354541e+00,3.134042849367874028e-02
8.225130000000000052e+01,nan,nan,nan,2.577626666143302825e-01,8.171069092216695640e-03,2.062101332914642260e+00,6.536855273773356512e-02
8.250390000000000157e+01,nan,nan,nan,2.578359021339342583e-01,8.977969042706772720e-03,2.062687217071474066e+00,7.182375234165418176e-02
8.275069999999999482e+01,nan,nan,nan,2.578618358080965733e-01,5.779810439096024106e-03,2.062894686464772587e+00,4.623848351276819285e-02
8.300480000000000302e+01,nan,nan,nan,2.577980309865770536e-01,-3.075446799600044072e-04,2.062384247892616429e+00,-2.460357439680035258e-03
8.325239999999999441e+01,nan,nan,nan,2.577593046625609174e-01,-6.302638977792330774e-03,2.062074437300487340e+00,-5.042111182233864619e-02
8.350509999999999877e+01,nan,nan,nan,2.578223712180122695e-01,-9.632821603670023436e-03,2.062578969744098156e+00,-7.706257282936018749e-02
8.375130000000000052e+01,nan,nan,nan,2.579006922654710210e-01,-8.584689306728832819e-03,2.063205538123768168e+00,-6.867751445383066256e-02
8.400440000000000396e+01,nan,nan,nan,2.578712053573908869e-01,-3.326633536380341899e-03,2.062969642859127095e+00,-2.661306829104273519e-02
8.425249999999999773e+01,nan,nan,nan,2.577721944094403805e-01,3.793242882545640356e-03,2.062177555275523044e+00,3.034594306036512285e-02
8.450560000000000116e+01,nan,nan,nan,2.577666132244739727e-01,9.762320013992679957e-03,2.062132905795791782e+00,7.809856011194143965e-02
8.475159999999999627e+01,nan,nan,nan,2.578796410045451903e-01,1.162479666285703810e-02,2.063037128036361523e+00,9.299837330285630477e-02
8.500390000000000157e+01,nan,nan,nan,2.579507846354069378e-01,8.428436774697664613e-03,2.063606277083255502e+00,6.742749419758131690e-02
8.525130000000000052e+01,nan,nan,nan,2.578661860455718213e-01,1.340248832772762255e-03,2.062929488364574571e+00,1.072199066218209804e-02
8.550530000000000541e+01,nan,nan,nan,2.577721925830651073e-01,-6.880973940692173760e-03,2.062177540664520858e+00,-5.504779152553739008e-02
8.575140000000000384e+01,nan,nan,nan,2.578458607518991363e-01,-1.213907664251058852e-02,2.062766886015193091e+00,-9.711261314008470813e-02
8.600300000000000011e+01,nan,nan,nan,2.580059182828891573e-01,-1.220749956944450904e-02,2.064047346263113258e+00,-9.765999655555607228e-02
8.625530000000000541e+01,nan,nan,nan,2.580113617856810149e-01,-6.525978253311331967e-03,2.064090894285448119e+00,-5.220782602649065574e-02
8.650310000000000343e+01,nan,nan,nan,2.578426048256930447e-01,2.584269206035023393e-03,2.062740838605544358e+00,2.067415364828018715e-02
8.675010000000000332e+01,nan,nan,nan,2.577718610905776475e-01,1.121794412170119305e-02,2.062174888724621180e+00,8.974355297360954442e-02
8.700149999999999295e+01,nan,nan,nan,2.579491028480085379e-01,1.550219520839787694e-02,2.063592822784068304e+00,1.240175616671830156e-01
8.725279999999999347e+01,nan,nan,nan,2.581319798758109352e-01,1.308432878814259383e-02,2.065055839006487481e+00,1.046746303051407506e-01
8.750539999999999452e+01,nan,nan,nan,2.580360255579169371e-01,4.500370257751348108e-03,2.064288204463335497e+00,3.600296206201078486e-02
8.775329999999999586e+01,nan,nan,nan,2.578235978375163495e-01,-6.549369029684840721e-03,2.062588782700130796e+00,-5.239495223747872577e-02
8.800520000000000209e+01,nan,nan,nan,2.578761622370986939e-01,-1.528935376359376319e-02,2.063009297896789551e+00,-1.223148301087501055e-01
8.825579999999999359e+01,nan,nan,nan,2.581714360581001677e-01,-1.731956335923751783e-02,2.065371488464801342e+00,-1.385565068739001426e-01
8.850069999999999482e+01,nan,nan,nan,2.582705050093154764e-01,-1.169643234871038141e-02,2.066164040074523811e+00,-9.357145878968305130e-02
8.875390000000000157e+01,nan,nan,nan,2.579890878996620174e-01,-1.434292493402462871e-05,2.063912703197296139e+00,-1.147433994721970297e-04
8.900100000000000477e+01,nan,nan,nan,2.577810038532357129e-01,1.227441303299172011e-02,2.062248030825885703e+00,9.819530426393376088e-02
8.925180000000000291e+01,nan,nan,nan,2.580033548360970985e-01,1.976506171331697537e-02,2.064026838688776788e+00,1.581204937065358029e-01
8.950190000000000623e+01,nan,nan,nan,2.583501092656707576e-01,1.869083729437338859e-02,2.066800874125366061e+00,1.495266983549871087e-01
8.975320000000000675e+01,nan,nan,nan,2.582812888552253328e-01,9.230580096081434857e-03,2.066250310841802662e+00,7.384464076865147886e-02
9.000090000000000146e+01,nan,nan,nan,2.579068771106184377e-01,-4.654498057827916903e-03,2.063255016884947501e+00,-3.723598446262333522e-02
9.025279999999999347e+01,nan,nan,nan,2.578495323884341106e-01,-1.709039445508418742e-02,2.062796259107472885e+00,-1.367231556406734994e-01
9.050260000000000105e+01,nan,nan,nan,2.582542417793992628e-01,-2.193260762249579776e-02,2.066033934235194103e+00,-1.754608609799663821e-01
9.075239999999999441e+01,nan,nan,nan,2.585062664658645537e-01,-1.709797739878095996e-02,2.068050131726916430e+00,-1.367838191902476797e-01
9.100440000000000396e+01,nan,nan,nan,2.581864046328231632e-01,-4.320853262259300581e-03,2.065491237062585306e+00,-3.456682609807440465e-02
9.125190000000000623e+01,nan,nan,nan,2.577896506024049961e-01,1.077965347410865526e-02,2.062317204819239969e+00,8.623722779286924212e-02
9.150260000000000105e+01,nan,nan,nan,2.579429032686959555e-01,2.172037162907158175e-02,2.063543226149567644e+00,1.737629730325726540e-01
9.175190000000000623e+01,nan,nan,nan,2.584308153021973031e-01,2.330391727448235042e-02,2.067446522417578425e+00,1.864313381958588034e-01
9.200190000000000623e+01,nan,nan,nan,2.585080153997497687e-01,1.491359439865041180e-02,2.068064123197998150e+00,1.193087551892032944e-01
9.225490000000000634e+01,nan,nan,nan,2.580382842866839055e-01,-3.215217391675892380e-04,2.064306274293471244e+00,-2.572173913340713904e-03
9.250140000000000384e+01,nan,nan,nan,2.577918971747332755e-01,-1.539432377105566518e-02,2.062335177397866204e+00,-1.231545901684453215e-01
9.275109999999999388e+01,nan,nan,nan,2.581669341089357639e-01,-2.399731509265522547e-02,2.065335472871486111e+00,-1.919785207412418038e-01
9.300010000000000332e+01,nan,nan,nan,2.586171988202363159e-01,-2.217264005547649186e-02,2.068937590561890527e+00,-1.773811204438119349e-01
9.325069999999999482e+01,nan,nan,nan,2.584456354663369204e-01,-1.066803224576252408e-02,2.067565083730695363e+00,-8.534425796610019266e-02
9.350419999999999732e+01,nan,nan,nan,2.578927978842794344e-01,6.085633500934947183e-03,2.063142383074235475e+00,4.868506800747957747e-02
9.375570000000000448e+01,nan,nan,nan,2.578239490540371048e-01,2.042359026284096615e-02,2.062591592432296839e+00,1.633887221027277292e-01
9.400469999999999970e+01,nan,nan,nan,2.583457791713021368e-01,2.593102811364883867e-02,2.066766233370417094e+00,2.074482249091907093e-01
9.425379999999999825e+01,nan,nan,nan,2.586627499906503647e-01,2.050770512802341933e-02,2.069301999925202917e+00,1.640616410241873546e-01
9.450530000000000541e+01,nan,nan,nan,2.582847479442482164e-01,6.232836214904071380e-03,2.066277983553985731e+00,4.986268971923257104e-02
9.475260000000000105e+01,nan,nan,nan,2.578169900959105809e-01,-1.069785560054127907e-02,2.062535920767284647e+00,-8.558284480433023256e-02
9.500289999999999679e+01,nan,nan,nan,2.579930151699210694e-01,-2.322315264643794522e-02,2.063944121359368555e+00,-1.857852211715035617e-01
9.525149999999999295e+01,nan,nan,nan,2.585686738219951097e-01,-2.558994953295467764e-02,2.068549390575960878e+00,-2.047195962636374211e-01
9.550090000000000146e+01,nan,nan,nan,2.586711451321175859e-01,-1.703337630735034941e-02,2.069369161056940687e+00,-1.362670104588027953e-01
9.575329999999999586e+01,nan,nan,nan,2.581151273856534534e-01,-7.898793296882129864e-04,2.064921019085227627e+00,-6.319034637505703891e-03
9.600610000000000355e+01,nan,nan,nan,2.577567678175859966e-01,1.619990806579480608e-02,2.062054142540687973e+00,1.295992645263584486e-01
9.625560000000000116e+01,nan,nan,nan,2.581405413859131359e-01,2.610907871312135448e-02,2.065124331087305087e+00,2.088726297049708358e-01
9.650400000000000489e+01,nan,nan,nan,2.586748176737451166e-01,2.495662679336567089e-02,2.069398541389960933e+00,1.996530143469253671e-01
9.675409999999999400e+01,nan,nan,nan,2.585517201346489435e-01,1.334326088016957353e-02,2.068413761077191548e+00,1.067460870413565882e-01
9.700109999999999388e+01,nan,nan,nan,2.579701954489845850e-01,-3.835155801281793335e-03,2.063761563591876680e+00,-3.068124641025434668e-02
9.725279999999999347e+01,nan,nan,nan,2.578348201019933228e-01,-1.970931230107384607e-02,2.062678560815946582e+00,-1.576744984085907686e-01
9.750159999999999627e+01,nan,nan,nan,2.583735057886493713e-01,-2.680855468076409967e-02,2.066988046309194971e+00,-2.144684374461127974e-01
9.775020000000000664e+01,nan,nan,nan,2.587731833681163329e-01,-2.246189861433703361e-02,2.070185466944930663e+00,-1.796951889146962689e-01
9.800100000000000477e+01,nan,nan,nan,2.584123736058174248e-01,-8.429245523514563437e-03,2.067298988846539398e+00,-6.743396418811650750e-02
9.825449999999999307e+01,nan,nan,nan,2.578272026551087781e-01,9.726932990320713221e-03,2.062617621240870225e+00,7.781546392256570577e-02
9.850499999999999545e+01,nan,nan,nan,2.579127143503325836e-01,2.367137369436290648e-02,2.063301714802660669e+00,1.893709895549032518e-01
9.875350000000000250e+01,nan,nan,nan,2.585236955320374119e-01,2.744101947679841030e-02,2.068189564256299295e+00,2.195281558143872824e-01
9.900249999999999773e+01,nan,nan,nan,2.587341521989182658e-01,1.978534232540192853e-02,2.069873217591346126e+00,1.582827386032154282e-01
9.925430000000000064e+01,nan,nan,nan,2.582212656274231466e-01,3.641061865140530953e-03,2.065770125019385173e+00,2.912849492112424762e-02
9.950119999999999720e+01,nan,nan,nan,2.577938716940775254e-01,-1.386595070160278990e-02,2.062350973552620204e+00,-1.109276056128223192e-01
